Padstack Used	Location
ack name in the Bounding Box drawn in the mitikas.mcm file are listed below.
Padstack Used	Location
9526.	"L01-L02"	(3870.0 -11746.5)
9527.	"L01-L02"	(3870.0 -12151.5)
9528.	"L01-L02"	(4050.0 -12151.5)
9529.	"L03-L04"	(4050.0 -11746.5)
9530.	"L01-L02"	(4050.0 -11746.5)
9531.	"L03-L04"	(4356.0 -11904.5)
9532.	"L02-L03"	(4293.0 -11825.5)
9533.	"L01-L02"	(4230.0 -11746.5)
9534.	"L01-L02"	(4230.0 -12151.5)
9535.	"L01-L02"	(4410.0 -12151.5)
9536.	"L01-L02"	(4410.0 -11746.5)
9537.	"L03-L04"	(4410.0 -11746.5)
9538.	"L02-L03"	(4653.0 -11825.5)
9539.	"L01-L02"	(4590.0 -11746.5)
9540.	"L01-L02"	(3510.0 -11746.5)
9541.	"L02-L03"	(3573.0 -11825.5)
9542.	"L03-L04"	(3574.0 -11939.0)
9543.	"L06-L07"	(3660.0 -12500.0)
9544.	"SMALL_PTH"	(4000.0 -12500.0)
9545.	"L04-L05"	(3634.5 -12507.0)
9546.	"L07-L08"	(3555.0 -12497.0)
9547.	"L01-L02"	(3510.0 -12151.5)
9548.	"L02-L03"	(3579.0 -12236.0)
9549.	"L03-L04"	(3579.0 -12109.0)
9550.	"L01-L02"	(3690.0 -12151.5)
9551.	"L08-L10"	(3986.0 -10628.0)
9552.	"L08-L10"	(4219.0 -11009.0)
9553.	"L01-L02"	(4410.0 -11139.0)
9554.	"L01-L02"	(3870.0 -11341.5)
9555.	"L06-L07"	(3645.0 -11645.0)
9556.	"L06-L07"	(3645.0 -11355.0)
9557.	"L07-L08"	(3750.0 -11380.0)
9558.	"L08-L09"	(3847.0 -11333.0)
9559.	"L08-L09"	(3705.0 -11690.0)
9560.	"L09-L10"	(3770.0 -11230.0)
9561.	"L07-L08"	(3732.0 -11556.0)
9562.	"L04-L05"	(4358.0 -11139.0)
9563.	"L01-L02"	(4230.0 -11139.0)
9564.	"L02-L03"	(4293.0 -11060.0)
9565.	"L03-L04"	(4230.0 -11139.0)
9566.	"L01-L02"	(4230.0 -10455.0)
9567.	"L01-L02"	(4050.0 -10635.0)
9568.	"L01-L02"	(3690.0 -10635.0)
9569.	"L01-L02"	(4590.0 -10936.5)
9570.	"L01-L02"	(4410.0 -10635.0)
9571.	"L01-L02"	(4230.0 -10936.5)
9572.	"L09-L10"	(4230.0 -10770.0)
9573.	"L02-L03"	(4113.0 -11060.0)
9574.	"L01-L02"	(4050.0 -11139.0)
9575.	"L01-L02"	(4230.0 -11544.0)
9576.	"L02-L03"	(4167.0 -11623.0)
9577.	"L01-L02"	(4590.0 -11544.0)
9578.	"L02-L03"	(4527.0 -11623.0)
9579.	"L01-L02"	(4410.0 -11341.5)
9580.	"L02-L03"	(4473.0 -11420.5)
9581.	"L01-L02"	(3870.0 -11544.0)
9582.	"L02-L03"	(3807.0 -11623.0)
9583.	"L01-L02"	(3510.0 -11544.0)
9584.	"L02-L03"	(3447.0 -11623.0)
9585.	"L02-L03"	(3393.0 -11420.5)
9586.	"L09-L10"	(3501.0 -10926.0)
9587.	"L08-L09"	(3498.0 -11062.0)
9588.	"L01-L02"	(3510.0 -11341.5)
9589.	"L02-L03"	(3690.0 -11038.0)
9590.	"L04-L05"	(3729.0 -11042.0)
9591.	"L03-L04"	(3690.0 -11139.0)
9592.	"L01-L02"	(3690.0 -11139.0)
9593.	"L01-L02"	(3690.0 -11341.5)
9594.	"L02-L03"	(3860.0 -10568.0)
9595.	"L03-L04"	(3759.0 -10568.0)
9596.	"L03-L04"	(3510.0 -11139.0)
9597.	"L02-L03"	(3510.0 -11038.0)
9598.	"L01-L02"	(3510.0 -11139.0)
9599.	"L09-L10"	(4118.16 -11500.0)
9600.	"L08-L09"	(4277.23 -11646.14)
9601.	"L07-L08"	(4416.37 -11502.08)
9602.	"L06-L07"	(4294.94 -11500.0)
9603.	"L04-L05"	(4306.94 -11364.0)
9604.	"L02-L03"	(3627.0 -11667.5)
9605.	"L02-L03"	(3987.0 -11667.5)
9606.	"L02-L03"	(4347.0 -11667.5)
9607.	"L08-L10"	(3996.0 -9771.0)
9608.	"L02-L03"	(3942.0 -9266.0)
9609.	"L02-L03"	(3402.0 -9806.0)
9610.	"L01-L02"	(3870.0 -9195.0)
9611.	"L02-L03"	(4122.0 -9446.0)
9612.	"L01-L02"	(4050.0 -9375.0)
9613.	"L02-L03"	(3443.0 -10105.0)
9614.	"L02-L03"	(3942.0 -9626.0)
9615.	"L01-L02"	(3870.0 -9555.0)
9616.	"L02-L03"	(3402.0 -9446.0)
9617.	"L02-L03"	(3942.0 -9986.0)
9618.	"L01-L02"	(3870.0 -9915.0)
9619.	"L02-L03"	(4662.0 -9266.0)
9620.	"L01-L02"	(4590.0 -9195.0)
9621.	"L02-L03"	(4155.0 -9694.0)
9622.	"L01-L02"	(4050.0 -9735.0)
9623.	"L02-L03"	(4662.0 -9986.0)
9624.	"L01-L02"	(4590.0 -9915.0)
9625.	"L02-L03"	(4662.0 -9626.0)
9626.	"L01-L02"	(4590.0 -9555.0)
9627.	"L02-L03"	(4156.0 -10068.0)
9628.	"L01-L02"	(4050.0 -10095.0)
9629.	"L03-L04"	(3830.0 -9175.0)
9630.	"L04-L05"	(3751.0 -9250.0)
9631.	"L04-L05"	(3815.55 -9514.0)
9632.	"L03-L04"	(3712.55 -9477.0)
9633.	"L04-L05"	(3495.0 -9181.45)
9634.	"L03-L04"	(3546.0 -9284.45)
9635.	"L03-L04"	(3481.0 -9695.55)
9636.	"L04-L05"	(3553.0 -9773.55)
9637.	"L08-L10"	(4323.0 -9944.0)
9638.	"L01-L02"	(4590.0 -10095.0)
9639.	"L01-L02"	(4050.0 -10275.0)
9640.	"L01-L02"	(4590.0 -9735.0)
9641.	"L04-L05"	(4199.45 -9535.0)
9642.	"L02-L03"	(4276.0 -9373.0)
9643.	"L03-L04"	(4307.45 -9491.0)
9644.	"L02-L03"	(4302.0 -9771.0)
9645.	"L03-L04"	(4196.0 -9849.0)
9646.	"L04-L05"	(4273.0 -9779.0)
9647.	"L04-L05"	(4553.0 -9773.55)
9648.	"L02-L03"	(4480.0 -9819.0)
9649.	"L03-L04"	(4481.0 -9695.55)
9650.	"L02-L03"	(4455.0 -9191.0)
9651.	"L03-L04"	(4474.0 -9320.45)
9652.	"L04-L05"	(4495.0 -9181.45)
9653.	"L01-L02"	(3870.0 -9735.0)
9654.	"L01-L02"	(4050.0 -9555.0)
9655.	"L01-L02"	(3870.0 -9375.0)
9656.	"L01-L02"	(4050.0 -9195.0)
9657.	"L01-L02"	(3870.0 -10095.0)
9658.	"L01-L02"	(4590.0 -9375.0)
9659.	"L01-L02"	(4050.0 -9915.0)
9660.	"L09-L10"	(4230.0 -10230.0)
9661.	"L09-L10"	(4230.0 -9770.0)
9662.	"L08-L09"	(4315.0 -9705.0)
9663.	"L08-L10"	(3935.0 -8853.0)
9664.	"L02-L03"	(4662.0 -8546.0)
9665.	"L02-L03"	(4122.0 -9086.0)
9666.	"L01-L02"	(4050.0 -9015.0)
9667.	"L01-L02"	(4590.0 -8475.0)
9668.	"L02-L03"	(4662.0 -8906.0)
9669.	"L01-L02"	(4590.0 -8835.0)
9670.	"L02-L03"	(4122.0 -8726.0)
9671.	"L02-L03"	(3942.0 -8906.0)
9672.	"L02-L03"	(4662.0 -8186.0)
9673.	"L01-L02"	(4590.0 -8115.0)
9674.	"L01-L02"	(4050.0 -8655.0)
9675.	"L01-L02"	(3870.0 -8835.0)
9676.	"L02-L03"	(4122.0 -8366.0)
9677.	"L01-L02"	(4050.0 -8295.0)
9678.	"L02-L03"	(3942.0 -8546.0)
9679.	"L01-L02"	(3870.0 -8475.0)
9680.	"L02-L03"	(3402.0 -9086.0)
9681.	"L02-L03"	(4122.0 -8006.0)
9682.	"L01-L02"	(4050.0 -7935.0)
9683.	"L02-L03"	(3942.0 -8186.0)
9684.	"L01-L02"	(3870.0 -8115.0)
9685.	"L02-L03"	(3402.0 -8726.0)
9686.	"L02-L03"	(3402.0 -8006.0)
9687.	"L02-L03"	(3404.0 -8223.0)
9688.	"L03-L04"	(4481.0 -8695.55)
9689.	"L04-L05"	(4553.0 -8773.55)
9690.	"L04-L05"	(4273.0 -8779.0)
9691.	"L03-L04"	(4196.0 -8849.0)
9692.	"L03-L04"	(4307.45 -8491.0)
9693.	"L04-L05"	(4199.45 -8535.0)
9694.	"L04-L05"	(4495.0 -8181.45)
9695.	"L03-L04"	(4546.0 -8284.45)
9696.	"L01-L02"	(3870.0 -8295.0)
9697.	"L01-L02"	(4050.0 -8115.0)
9698.	"L01-L02"	(4590.0 -7935.0)
9699.	"L01-L02"	(3870.0 -8655.0)
9700.	"L01-L02"	(4050.0 -8475.0)
9701.	"L02-L03"	(3546.0 -8154.0)
9702.	"L03-L04"	(3546.0 -8284.45)
9703.	"L04-L05"	(3495.0 -8181.45)
9704.	"L04-L05"	(3751.0 -8250.0)
9705.	"L02-L03"	(3764.0 -8273.0)
9706.	"L03-L04"	(3731.0 -8119.0)
9707.	"L02-L03"	(3446.0 -8513.0)
9708.	"L04-L05"	(3553.0 -8773.55)
9709.	"L02-L03"	(3563.0 -8810.0)
9710.	"L03-L04"	(3659.0 -8842.55)
9711.	"L02-L03"	(3678.0 -8587.0)
9712.	"L03-L04"	(3712.55 -8477.0)
9713.	"L04-L05"	(3815.55 -8514.0)
9714.	"L01-L02"	(4590.0 -9015.0)
9715.	"L01-L02"	(4590.0 -8655.0)
9716.	"L01-L02"	(3870.0 -7935.0)
9717.	"L01-L02"	(4590.0 -8295.0)
9718.	"L01-L02"	(3870.0 -9015.0)
9719.	"L01-L02"	(4050.0 -8835.0)
9720.	"L08-L09"	(3685.0 -8295.0)
9721.	"L09-L10"	(3770.0 -8230.0)
9722.	"L09-L10"	(4230.0 -8770.0)
9723.	"L09-L10"	(4230.0 -8230.0)
9724.	"L02-L03"	(4662.0 -7826.0)
9725.	"L01-L02"	(4590.0 -7755.0)
9726.	"L02-L03"	(4501.0 -7460.0)
9727.	"L01-L02"	(4590.0 -7395.0)
9728.	"L02-L03"	(4122.0 -6566.0)
9729.	"L02-L03"	(3942.0 -6746.0)
9730.	"L01-L02"	(3870.0 -6675.0)
9731.	"L02-L03"	(3402.0 -7286.0)
9732.	"L02-L03"	(4122.0 -6926.0)
9733.	"L02-L03"	(3942.0 -7106.0)
9734.	"L02-L03"	(3402.0 -7646.0)
9735.	"L01-L02"	(3870.0 -7035.0)
9736.	"L01-L02"	(4050.0 -6855.0)
9737.	"L02-L03"	(3942.0 -7466.0)
9738.	"L01-L02"	(3870.0 -7395.0)
9739.	"L02-L03"	(4122.0 -7286.0)
9740.	"L01-L02"	(4050.0 -7215.0)
9741.	"L02-L03"	(4662.0 -6746.0)
9742.	"L01-L02"	(4590.0 -6675.0)
9743.	"L02-L03"	(3402.0 -6926.0)
9744.	"L02-L03"	(4662.0 -7106.0)
9745.	"L01-L02"	(4590.0 -7035.0)
9746.	"L02-L03"	(3942.0 -7826.0)
9747.	"L01-L02"	(3870.0 -7755.0)
9748.	"L02-L03"	(4122.0 -7646.0)
9749.	"L01-L02"	(4050.0 -7575.0)
9750.	"L02-L03"	(3402.0 -6566.0)
9751.	"L07-L08"	(3380.0 -7250.0)
9752.	"L04-L05"	(4199.45 -6535.0)
9753.	"L04-L05"	(4273.0 -6779.0)
9754.	"L03-L04"	(4196.0 -6849.0)
9755.	"L03-L04"	(4481.0 -6695.55)
9756.	"L04-L05"	(4553.0 -6773.55)
9757.	"L03-L04"	(3533.0 -7673.55)
9758.	"L04-L05"	(3553.0 -7773.55)
9759.	"L04-L05"	(3495.0 -7181.45)
9760.	"L03-L04"	(3546.0 -7284.45)
9761.	"L04-L05"	(3815.55 -7514.0)
9762.	"L03-L04"	(3712.55 -7477.0)
9763.	"L03-L04"	(3830.0 -7175.0)
9764.	"L04-L05"	(3751.0 -7250.0)
9765.	"L07-L08"	(3620.0 -7750.0)
9766.	"L09-L10"	(3770.0 -7230.0)
9767.	"L08-L09"	(3705.0 -7690.0)
9768.	"L09-L10"	(3770.0 -7770.0)
9769.	"L08-L09"	(3690.0 -7295.0)
9770.	"L06-L07"	(3645.0 -7645.0)
9771.	"L06-L07"	(3645.0 -7355.0)
9772.	"L07-L08"	(3750.0 -7380.0)
9773.	"L01-L02"	(4590.0 -7575.0)
9774.	"L04-L05"	(3553.0 -6773.55)
9775.	"L02-L03"	(3522.0 -6816.0)
9776.	"L03-L04"	(3481.0 -6695.55)
9777.	"L02-L03"	(3641.0 -6571.0)
9778.	"L04-L05"	(3815.55 -6514.0)
9779.	"L04-L05"	(4199.45 -7535.0)
9780.	"L02-L03"	(4199.0 -7490.0)
9781.	"L03-L04"	(4307.45 -7491.0)
9782.	"L02-L03"	(4255.0 -7760.0)
9783.	"L03-L04"	(4196.0 -7849.0)
9784.	"L04-L05"	(4273.0 -7779.0)
9785.	"L04-L05"	(4553.0 -7773.55)
9786.	"L02-L03"	(4430.0 -7812.0)
9787.	"L03-L04"	(4481.0 -7695.55)
9788.	"L02-L03"	(4468.0 -7163.0)
9789.	"L03-L04"	(4546.0 -7284.45)
9790.	"L04-L05"	(4495.0 -7181.45)
9791.	"L01-L02"	(4590.0 -6855.0)
9792.	"L01-L02"	(4050.0 -7395.0)
9793.	"L01-L02"	(3870.0 -7575.0)
9794.	"L01-L02"	(3870.0 -7215.0)
9795.	"L01-L02"	(4050.0 -7035.0)
9796.	"L01-L02"	(3870.0 -6855.0)
9797.	"L01-L02"	(4050.0 -6675.0)
9798.	"L01-L02"	(4590.0 -7215.0)
9799.	"L01-L02"	(4050.0 -7755.0)
9800.	"L09-L10"	(3770.0 -6770.0)
9801.	"L02-L03"	(4662.0 -6026.0)
9802.	"L01-L02"	(4590.0 -5955.0)
9803.	"L01-L02"	(4050.0 -6495.0)
9804.	"L02-L03"	(4662.0 -6386.0)
9805.	"L01-L02"	(4590.0 -6315.0)
9806.	"L02-L03"	(4662.0 -5666.0)
9807.	"L01-L02"	(4590.0 -5595.0)
9808.	"L02-L03"	(4122.0 -6206.0)
9809.	"L01-L02"	(4050.0 -6135.0)
9810.	"L02-L03"	(3942.0 -6386.0)
9811.	"L01-L02"	(3870.0 -6315.0)
9812.	"L02-L03"	(4122.0 -5486.0)
9813.	"L01-L02"	(4050.0 -5415.0)
9814.	"L02-L03"	(3942.0 -5666.0)
9815.	"L01-L02"	(3870.0 -5595.0)
9816.	"L02-L03"	(3402.0 -6206.0)
9817.	"L02-L03"	(3402.0 -5846.0)
9818.	"L02-L03"	(3942.0 -5306.0)
9819.	"L02-L03"	(3432.0 -5435.0)
9820.	"L02-L03"	(4122.0 -5846.0)
9821.	"L02-L03"	(4662.0 -5306.0)
9822.	"L01-L02"	(4050.0 -5775.0)
9823.	"L02-L03"	(3942.0 -6026.0)
9824.	"L01-L02"	(3870.0 -5955.0)
9825.	"L06-L07"	(3750.0 -5250.0)
9826.	"L06-L07"	(3825.55 -5500.0)
9827.	"L06-L07"	(3500.0 -5825.55)
9828.	"L09-L10"	(3500.0 -5878.55)
9829.	"L09-L10"	(3878.55 -5500.0)
9830.	"L08-L09"	(3500.0 -5747.49)
9831.	"L08-L09"	(3747.49 -5500.0)
9832.	"L07-L08"	(3786.52 -5593.39)
9833.	"L07-L08"	(3406.61 -5786.52)
9834.	"L03-L04"	(4307.45 -6491.0)
9835.	"L04-L05"	(4495.0 -6181.45)
9836.	"L03-L04"	(4546.0 -6284.45)
9837.	"L03-L04"	(3481.0 -5695.55)
9838.	"L04-L05"	(3553.0 -5773.55)
9839.	"L03-L04"	(3546.0 -5284.45)
9840.	"L04-L05"	(3815.55 -5514.0)
9841.	"L03-L04"	(3712.55 -5477.0)
9842.	"L04-L05"	(3751.0 -5250.0)
9843.	"L01-L02"	(4590.0 -5775.0)
9844.	"L01-L02"	(3870.0 -6495.0)
9845.	"L01-L02"	(4050.0 -6315.0)
9846.	"L01-L02"	(4590.0 -5415.0)
9847.	"L01-L02"	(4050.0 -5955.0)
9848.	"L01-L02"	(3870.0 -6135.0)
9849.	"L06-L07"	(4174.45 -5500.0)
9850.	"L06-L07"	(4500.0 -5825.55)
9851.	"L06-L07"	(4250.0 -5750.0)
9852.	"L08-L09"	(4106.0 -5894.0)
9853.	"L07-L08"	(4178.0 -5822.0)
9854.	"L09-L10"	(4500.0 -5878.55)
9855.	"L09-L10"	(4121.45 -5500.0)
9856.	"L08-L09"	(4500.0 -5747.49)
9857.	"L08-L09"	(4252.51 -5500.0)
9858.	"L07-L08"	(4213.48 -5406.61)
9859.	"L07-L08"	(4406.61 -5786.52)
9860.	"L04-L05"	(4199.45 -5535.0)
9861.	"L02-L03"	(4294.0 -5358.0)
9862.	"L03-L04"	(4307.45 -5491.0)
9863.	"L04-L05"	(4553.0 -5773.55)
9864.	"L02-L03"	(4480.0 -5819.0)
9865.	"L03-L04"	(4481.0 -5695.55)
9866.	"L02-L03"	(4255.0 -5760.0)
9867.	"L03-L04"	(4276.0 -5916.0)
9868.	"L04-L05"	(4273.0 -5779.0)
9869.	"SMALL_PTH"	(4003.0 -5979.0)
9870.	"SMALL_PTH"	(4503.0 -5479.0)
9871.	"L02-L03"	(3498.0 -6435.0)
9872.	"L02-L03"	(3570.0 -6153.0)
9873.	"L03-L04"	(3546.0 -6284.45)
9874.	"L04-L05"	(3495.0 -6181.45)
9875.	"L03-L04"	(3712.55 -6477.0)
9876.	"L04-L05"	(3751.0 -6250.0)
9877.	"L02-L03"	(3746.0 -6242.0)
9878.	"L03-L04"	(3830.0 -6175.0)
9879.	"L01-L02"	(4590.0 -6495.0)
9880.	"L01-L02"	(4590.0 -6135.0)
9881.	"L01-L02"	(3870.0 -5415.0)
9882.	"L01-L02"	(4050.0 -5595.0)
9883.	"L01-L02"	(3870.0 -5775.0)
9884.	"L09-L10"	(3770.0 -6230.0)
9885.	"L02-L03"	(3402.0 -4046.0)
9886.	"L02-L03"	(4662.0 -4946.0)
9887.	"L01-L02"	(4590.0 -4875.0)
9888.	"L02-L03"	(4662.0 -4586.0)
9889.	"L01-L02"	(4590.0 -4515.0)
9890.	"L01-L02"	(3870.0 -5235.0)
9891.	"L02-L03"	(4122.0 -5126.0)
9892.	"L01-L02"	(4050.0 -5055.0)
9893.	"L02-L03"	(3407.0 -4269.0)
9894.	"L02-L03"	(4122.0 -4046.0)
9895.	"L01-L02"	(4050.0 -3975.0)
9896.	"L02-L03"	(3402.0 -4766.0)
9897.	"L02-L03"	(3942.0 -4226.0)
9898.	"L01-L02"	(3870.0 -4155.0)
9899.	"L02-L03"	(4122.0 -4406.0)
9900.	"L01-L02"	(4050.0 -4335.0)
9901.	"L02-L03"	(3402.0 -5126.0)
9902.	"L02-L03"	(3942.0 -4586.0)
9903.	"L01-L02"	(3870.0 -4515.0)
9904.	"L02-L03"	(4122.0 -4766.0)
9905.	"L01-L02"	(4050.0 -4695.0)
9906.	"L02-L03"	(3942.0 -4946.0)
9907.	"L01-L02"	(3870.0 -4875.0)
9908.	"L02-L03"	(4662.0 -4226.0)
9909.	"L01-L02"	(4590.0 -4155.0)
9910.	"L01-L02"	(4590.0 -5235.0)
9911.	"L06-L07"	(4500.0 -4174.45)
9912.	"L06-L07"	(4174.45 -4500.0)
9913.	"L06-L07"	(4500.0 -4825.55)
9914.	"L06-L07"	(4250.0 -4750.0)
9915.	"L06-L07"	(3500.0 -5174.45)
9916.	"L08-L09"	(4106.0 -4894.0)
9917.	"L09-L10"	(4178.0 -4822.0)
9918.	"L07-L08"	(4178.0 -4822.0)
9919.	"L07-L08"	(3822.0 -5178.0)
9920.	"L09-L10"	(3822.0 -5178.0)
9921.	"L08-L09"	(3894.0 -5106.0)
9922.	"L09-L10"	(4121.45 -4500.0)
9923.	"L09-L10"	(4500.0 -4878.55)
9924.	"L09-L10"	(4500.0 -4121.45)
9925.	"L08-L09"	(4500.0 -4747.49)
9926.	"L08-L09"	(4500.0 -4252.51)
9927.	"L08-L09"	(4252.51 -4500.0)
9928.	"L07-L08"	(4213.48 -4406.61)
9929.	"L07-L08"	(4406.61 -4786.52)
9930.	"L07-L08"	(4593.39 -4213.48)
9931.	"L09-L10"	(3500.0 -5121.45)
9932.	"L08-L09"	(3500.0 -5252.51)
9933.	"L07-L08"	(3593.39 -5213.48)
9934.	"SMALL_PTH"	(4503.0 -4479.0)
9935.	"SMALL_PTH"	(4003.0 -4979.0)
9936.	"L04-L05"	(3495.0 -5181.45)
9937.	"L03-L04"	(3830.0 -5175.0)
9938.	"L03-L04"	(4307.45 -4491.0)
9939.	"L04-L05"	(4199.45 -4535.0)
9940.	"L04-L05"	(4273.0 -4779.0)
9941.	"L03-L04"	(4196.0 -4849.0)
9942.	"L03-L04"	(4481.0 -4695.55)
9943.	"L04-L05"	(4553.0 -4773.55)
9944.	"L04-L05"	(4495.0 -4181.45)
9945.	"L03-L04"	(4546.0 -4284.45)
9946.	"L06-L07"	(3750.0 -4250.0)
9947.	"L06-L07"	(3500.0 -4174.45)
9948.	"L06-L07"	(3825.55 -4500.0)
9949.	"L06-L07"	(3500.0 -4825.55)
9950.	"L06-L07"	(4500.0 -5174.45)
9951.	"L07-L08"	(3822.0 -4178.0)
9952.	"L08-L09"	(3894.0 -4106.0)
9953.	"L09-L10"	(3878.55 -4500.0)
9954.	"L09-L10"	(3500.0 -4878.55)
9955.	"L09-L10"	(3500.0 -4121.45)
9956.	"L08-L09"	(3500.0 -4747.49)
9957.	"L08-L09"	(3500.0 -4252.51)
9958.	"L08-L09"	(3747.49 -4500.0)
9959.	"L07-L08"	(3593.39 -4213.48)
9960.	"L07-L08"	(3786.52 -4593.39)
9961.	"L07-L08"	(3406.61 -4786.52)
9962.	"L09-L10"	(4500.0 -5121.45)
9963.	"L08-L09"	(4500.0 -5252.51)
9964.	"L07-L08"	(4593.39 -5213.48)
9965.	"L02-L03"	(4443.0 -5182.0)
9966.	"L03-L04"	(4427.0 -5068.45)
9967.	"L04-L05"	(4495.0 -5181.45)
9968.	"L02-L03"	(3785.0 -4273.0)
9969.	"L04-L05"	(3751.0 -4250.0)
9970.	"L03-L04"	(3717.0 -4130.0)
9971.	"L02-L03"	(3723.0 -4584.0)
9972.	"L03-L04"	(3712.55 -4477.0)
9973.	"L04-L05"	(3815.55 -4514.0)
9974.	"L02-L03"	(3546.0 -4154.0)
9975.	"L03-L04"	(3546.0 -4284.45)
9976.	"L04-L05"	(3495.0 -4181.45)
9977.	"L02-L03"	(3582.0 -4795.0)
9978.	"L04-L05"	(3553.0 -4773.55)
9979.	"L03-L04"	(3522.0 -4672.55)
9980.	"L02-L03"	(3428.0 -4443.0)
9981.	"L01-L02"	(4050.0 -4155.0)
9982.	"L01-L02"	(3870.0 -4335.0)
9983.	"L01-L02"	(4590.0 -4695.0)
9984.	"L01-L02"	(4050.0 -5235.0)
9985.	"L01-L02"	(4590.0 -4335.0)
9986.	"L01-L02"	(3870.0 -5055.0)
9987.	"L01-L02"	(4050.0 -4875.0)
9988.	"L01-L02"	(4590.0 -3975.0)
9989.	"L01-L02"	(3870.0 -4695.0)
9990.	"L01-L02"	(4050.0 -4515.0)
9991.	"L01-L02"	(4590.0 -5055.0)
9992.	"L01-L02"	(3870.0 -3975.0)
9993.	"L04-L05"	(4015.0 -2740.0)
9994.	"L01-L02"	(4410.0 -2980.5)
9995.	"L02-L03"	(4165.0 -3065.0)
9996.	"L01-L02"	(4230.0 -2980.5)
9997.	"L02-L03"	(3933.0 -3464.5)
9998.	"L01-L02"	(3870.0 -3385.5)
9999.	"L02-L03"	(3942.0 -3866.0)
10000.	"L01-L02"	(3870.0 -3795.0)
10001.	"L01-L02"	(4230.0 -3385.5)
10002.	"L02-L03"	(4293.0 -3464.5)
10003.	"L02-L03"	(4662.0 -3866.0)
10004.	"L01-L02"	(4590.0 -3795.0)
10005.	"L02-L03"	(3393.0 -3464.5)
10006.	"L02-L03"	(3393.0 -3262.0)
10007.	"L01-L02"	(3690.0 -3183.0)
10008.	"L02-L03"	(3753.0 -3262.0)
10009.	"L03-L04"	(3690.0 -3183.0)
10010.	"L04-L05"	(3690.0 -3011.0)
10011.	"L01-L02"	(4050.0 -3183.0)
10012.	"L02-L03"	(4113.0 -3262.0)
10013.	"L03-L04"	(4050.0 -3183.0)
10014.	"L04-L05"	(4050.0 -3011.0)
10015.	"L01-L02"	(4410.0 -3183.0)
10016.	"L02-L03"	(4473.0 -3262.0)
10017.	"L03-L04"	(4410.0 -3183.0)
10018.	"L04-L05"	(4410.0 -3011.0)
10019.	"L06-L07"	(4500.0 -2825.55)
10020.	"L06-L07"	(4250.0 -2750.0)
10021.	"L06-L07"	(3500.0 -3174.45)
10022.	"L06-L07"	(3750.0 -3250.0)
10023.	"L06-L07"	(3825.55 -3500.0)
10024.	"L06-L07"	(3500.0 -3825.55)
10025.	"L08-L09"	(4106.0 -2894.0)
10026.	"L09-L10"	(4178.0 -2822.0)
10027.	"L07-L08"	(4178.0 -2822.0)
10028.	"L07-L08"	(3822.0 -3178.0)
10029.	"L09-L10"	(3822.0 -3178.0)
10030.	"L08-L09"	(3894.0 -3106.0)
10031.	"L09-L10"	(4500.0 -2878.55)
10032.	"L08-L09"	(4500.0 -2747.49)
10033.	"L07-L08"	(4406.61 -2786.52)
10034.	"L09-L10"	(3500.0 -3878.55)
10035.	"L09-L10"	(3878.55 -3500.0)
10036.	"L09-L10"	(3500.0 -3121.45)
10037.	"L08-L09"	(3500.0 -3747.49)
10038.	"L08-L09"	(3747.49 -3500.0)
10039.	"L08-L09"	(3500.0 -3252.51)
10040.	"L07-L08"	(3786.52 -3593.39)
10041.	"L07-L08"	(3406.61 -3786.52)
10042.	"L07-L08"	(3593.39 -3213.48)
10043.	"L01-L02"	(3870.0 -3615.0)
10044.	"L01-L02"	(3690.0 -3385.5)
10045.	"L01-L02"	(3510.0 -2980.5)
10046.	"L06-L07"	(3500.0 -2825.55)
10047.	"L06-L07"	(4174.45 -3500.0)
10048.	"L06-L07"	(4500.0 -3174.45)
10049.	"L06-L07"	(4500.0 -3825.55)
10050.	"L06-L07"	(4250.0 -3750.0)
10051.	"L09-L10"	(3500.0 -2878.55)
10052.	"L08-L09"	(3500.0 -2747.49)
10053.	"L07-L08"	(3406.61 -2786.52)
10054.	"L08-L09"	(4106.0 -3894.0)
10055.	"L07-L08"	(4178.0 -3822.0)
10056.	"L09-L10"	(4500.0 -3878.55)
10057.	"L09-L10"	(4121.45 -3500.0)
10058.	"L09-L10"	(4500.0 -3121.45)
10059.	"L08-L09"	(4500.0 -3747.49)
10060.	"L08-L09"	(4500.0 -3252.51)
10061.	"L08-L09"	(4252.51 -3500.0)
10062.	"L07-L08"	(4593.39 -3213.48)
10063.	"L07-L08"	(4213.48 -3406.61)
10064.	"L07-L08"	(4406.61 -3786.52)
10065.	"L01-L02"	(4590.0 -3615.0)
10066.	"L01-L02"	(4410.0 -3385.5)
10067.	"L01-L02"	(4050.0 -3795.0)
10068.	"L02-L03"	(3441.0 -3105.0)
10069.	"L01-L02"	(3510.0 -3183.0)
10070.	"L02-L03"	(3954.0 -3110.0)
10071.	"L01-L02"	(3870.0 -3183.0)
10072.	"L01-L02"	(4590.0 -3183.0)
10073.	"L02-L03"	(4314.0 -3110.0)
10074.	"L01-L02"	(4230.0 -3183.0)
10075.	"L02-L03"	(4660.0 -2764.0)
10076.	"L02-L03"	(3627.0 -2699.0)
10077.	"L01-L02"	(3690.0 -2778.0)
10078.	"L02-L03"	(3987.0 -2699.0)
10079.	"L01-L02"	(4050.0 -2778.0)
10080.	"L02-L03"	(4338.0 -2849.0)
10081.	"L01-L02"	(4410.0 -2778.0)
10082.	"L03-L04"	(3816.0 -2822.5)
